timestamp,scan frequency,wavelength,current,voltage,emission,system health
2023-07-24 16:19:50,19.199990978961193,1560.0012981892405,0.01686985172981878,18.902499999999996,False,0
2023-07-24 16:19:51,19.199990978961193,1560.0012981892405,0.02530477759472817,18.902499999999996,False,0
2023-07-24 16:19:53,19.199990978961193,1560.0012981892405,0.01686985172981878,18.862000000000002,False,0
2023-07-24 16:19:54,19.199990978961193,1560.0012981892405,0.00843492586490939,18.875500000000002,False,0
2023-07-24 16:19:56,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.889,False,0
2023-07-24 16:19:58,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.916000000000004,False,0
2023-07-24 16:20:00,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.889,False,0
2023-07-24 16:20:57,19.199990978961193,1560.0012981892405,0.01686985172981878,18.875500000000002,False,0
2023-07-24 16:20:58,19.199990978961193,1560.0012981892405,0.0,18.889,False,0
2023-07-24 16:20:59,19.199990978961193,1560.0012981892405,0.0,18.916000000000004,False,0
2023-07-24 16:21:01,19.199990978961193,1560.0012981892405,-0.00843492586490939,18.875500000000002,False,0
2023-07-24 16:21:02,19.199990978961193,1560.0012981892405,-0.00843492586490939,18.862000000000002,False,0
2023-07-24 16:21:03,19.199990978961193,1560.0012981892405,-0.03373970345963756,18.875500000000002,False,0
2023-07-24 16:21:04,19.199990978961193,1560.0012981892405,0.0,18.902499999999996,False,0
2023-07-24 16:21:05,19.199990978961193,1560.0012981892405,0.0,18.889,False,0
2023-07-24 16:21:06,19.199990978961193,1560.0012981892405,0.01686985172981878,18.902499999999996,False,0
2023-07-24 16:21:08,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.902499999999996,False,0
2023-07-24 16:21:09,19.199990978961193,1560.0012981892405,-0.02530477759472817,18.889,False,0
2023-07-24 16:21:10,19.199990978961193,1560.0012981892405,-0.02530477759472817,18.902499999999996,False,0
2023-07-24 16:21:12,19.199990978961193,1560.0012981892405,0.02530477759472817,18.9295,False,0
2023-07-24 16:21:14,19.199990978961193,1560.0012981892405,0.0,18.902499999999996,False,0
2023-07-24 16:21:16,19.199990978961193,1560.0012981892405,-0.02530477759472817,18.875500000000002,False,0
2023-07-24 16:21:18,19.199990978961193,1560.0012981892405,-0.03373970345963756,18.875500000000002,False,0
2023-07-24 16:21:21,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.889,False,0
2023-07-24 16:21:22,19.199990978961193,1560.0012981892405,-0.00843492586490939,18.848499999999998,False,0
2023-07-24 16:21:24,19.199990978961193,1560.0012981892405,-0.02530477759472817,18.916000000000004,False,0
2023-07-24 16:27:46,19.199990978961193,1560.0012981892405,-0.00843492586490939,18.875500000000002,False,0
2023-07-24 16:27:47,19.199990978961193,1560.0012981892405,-0.01686985172981878,18.875500000000002,False,0
2023-07-24 16:27:48,19.199990978961193,1560.0012981892405,-0.02530477759472817,18.848499999999998,False,0
2023-07-24 16:27:50,19.199990978961193,1560.0012981892405,0.00843492586490939,18.889,False,0
2023-07-24 16:27:51,19.199990978961193,1560.0012981892405,-0.00843492586490939,18.862000000000002,False,0
